path	disposition	boundary
scripts/release-controller-image-smoke.sh	test-or-operations-tooling	Repository validation/release orchestration or explicit PostgreSQL operations; no business runtime driver bridge
scripts/test-bootstrap-profiles.sh	test-or-operations-tooling	Repository validation/release orchestration or explicit PostgreSQL operations; no business runtime driver bridge
scripts/test-ci-relevance.sh	test-or-operations-tooling	Repository validation/release orchestration or explicit PostgreSQL operations; no business runtime driver bridge
scripts/test-controller-install.sh	test-or-operations-tooling	Repository validation/release orchestration or explicit PostgreSQL operations; no business runtime driver bridge
scripts/test-controller-lifecycle.sh	test-or-operations-tooling	Repository validation/release orchestration or explicit PostgreSQL operations; no business runtime driver bridge
scripts/test-controller-network-upgrade.sh	test-or-operations-tooling	Repository validation/release orchestration or explicit PostgreSQL operations; no business runtime driver bridge
scripts/test-controller-release-manifest.sh	test-or-operations-tooling	Repository validation/release orchestration or explicit PostgreSQL operations; no business runtime driver bridge
scripts/test-controller-release-smoke.sh	test-or-operations-tooling	Repository validation/release orchestration or explicit PostgreSQL operations; no business runtime driver bridge
scripts/test-g6-evidence-builder.mjs	test-or-operations-tooling	Repository validation/release orchestration or explicit PostgreSQL operations; no business runtime driver bridge
scripts/test-g6-evidence-verifier.mjs	test-or-operations-tooling	Repository validation/release orchestration or explicit PostgreSQL operations; no business runtime driver bridge
scripts/test-g6-formal-authority.sh	test-or-operations-tooling	Repository validation/release orchestration or explicit PostgreSQL operations; no business runtime driver bridge
scripts/test-g6-ha-pitr-workflow.sh	test-or-operations-tooling	Repository validation/release orchestration or explicit PostgreSQL operations; no business runtime driver bridge
scripts/test-g6-install-release.sh	test-or-operations-tooling	Repository validation/release orchestration or explicit PostgreSQL operations; no business runtime driver bridge
scripts/test-g6-readiness-hang-guards.sh	test-or-operations-tooling	Repository validation/release orchestration or explicit PostgreSQL operations; no business runtime driver bridge
scripts/test-g6-runtime-adapters.sh	test-or-operations-tooling	Repository validation/release orchestration or explicit PostgreSQL operations; no business runtime driver bridge
scripts/test-g6-timing.sh	test-or-operations-tooling	Repository validation/release orchestration or explicit PostgreSQL operations; no business runtime driver bridge
scripts/test-g6-workflow-contract.sh	test-or-operations-tooling	Repository validation/release orchestration or explicit PostgreSQL operations; no business runtime driver bridge
scripts/test-managed-node-install.sh	test-or-operations-tooling	Repository validation/release orchestration or explicit PostgreSQL operations; no business runtime driver bridge
scripts/test-p1-resilience-capacity.sh	test-or-operations-tooling	Repository validation/release orchestration or explicit PostgreSQL operations; no business runtime driver bridge
scripts/test-production-auth-config.sh	test-or-operations-tooling	Repository validation/release orchestration or explicit PostgreSQL operations; no business runtime driver bridge
scripts/test-required-go-tests.sh	test-or-operations-tooling	Repository validation/release orchestration or explicit PostgreSQL operations; no business runtime driver bridge
scripts/test-stage0-installers.sh	test-or-operations-tooling	Repository validation/release orchestration or explicit PostgreSQL operations; no business runtime driver bridge
scripts/transport-boundary-check.sh	test-or-operations-tooling	Repository validation/release orchestration or explicit PostgreSQL operations; no business runtime driver bridge
